,Año,Trimestre,Provincia,Accesos por cada 100 hogares,Mbps (Media de bajada),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,ADSL,Cablemodem,Fibra óptica,Wireless,Otros
675,2015,1,Chaco,26.65,5,26,12053,47425,15883,5346,489,135,0.0,54952.0,26161,164,27,56.0
676,2015,1,Chubut,37.61,3,651,6176,57333,102,0,0,0,0.0,45645.0,717,906,12540,5465.0
677,2015,1,Córdoba,54.7,4,157,78427,432802,46574,37443,1615,815,0.0,343883.0,247564,415,4645,450.0
678,2015,1,Corrientes,28.95,5,36,13295,47842,15554,4424,235,98,0.0,54649.0,25372,129,1319,62.0
679,2015,1,Entre Ríos,42.07,4,2867,23951,104168,28113,6926,274,119,0.0,112363.0,47411,108,5943,245.0
680,2015,1,Formosa,18.12,3,1891,7336,14413,2024,878,157,1,0.0,21022.0,4951,1,670,56.0
681,2015,1,Jujuy,19.69,3,2458,9754,19858,3939,603,0,0,0.0,31505.0,5048,22,0,36.0
682,2015,1,La Pampa,55.51,3,6059,8054,45038,26,10,13,10,0.0,13143.0,39571,3215,6164,604.0
683,2015,1,La Rioja,16.7,4,11,4201,9379,2207,533,0,3,0.0,16282.0,0,16,2,33.0
684,2015,1,Mendoza,32.37,4,287,24,169763,38,16,6,11,0.0,152433.0,13030,2542,29,2126.0
685,2015,1,Misiones,26.31,5,958,11136,51906,12387,8543,194,26,0.0,58262.0,26836,30,5,13.0
686,2015,1,Neuquén,51.95,4,1895,2577,80787,170,4067,2,76,0.0,47518.0,32152,1024,12088,2960.0
687,2015,1,Río Negro,45.33,4,3371,4913,86173,94,2632,2,42,0.0,66274.0,25217,907,3473,1462.0
688,2015,1,Salta,30.01,4,1123,14151,64992,13955,2569,15,5,0.0,76280.0,19781,47,129,574.0
689,2015,1,San Juan,27.55,3,8,445,51346,0,0,0,2,0.0,48441.0,451,755,1165,1007.0
690,2015,1,San Luis,9.72,4,10,8,12720,0,1,0,2,0.0,11414.0,1025,351,30,412.0
691,2015,1,Santa Cruz,27.99,3,205,27,26048,2,0,0,0,0.0,16215.0,2700,392,4772,2562.0
692,2015,1,Santa Fe,50.24,4,6883,93096,360964,45270,27597,1542,900,0.0,328809.0,199037,2845,4239,1507.0
693,2015,1,Santiago Del Estero,17.06,4,701,9236,23136,4796,748,0,0,0.0,33813.0,4365,19,1020,35.0
694,2015,1,Tierra Del Fuego,74.23,3,14,609,36319,2,0,0,0,0.0,22291.0,7924,657,1,2583.0
695,2015,1,Tucumán,35.08,4,107,27143,83895,23061,3722,334,0,0.0,137857.0,115,116,88,100.0
696,2014,4,Buenos Aires,56.09,4,8226,132937,2250445,203620,104322,997,5406,0.0,1575978.0,1070135,120528,17728,32038.0
697,2014,4,Capital Federal,114.9,5,2698,62896,1038269,123451,95772,890,7997,0.0,455785.0,840224,17155,1962,15394.0
698,2014,4,Catamarca,25.51,3,21,8047,14093,2910,421,0,1,0.0,25192.0,241,16,0,44.0
699,2014,4,Chaco,21.87,4,483,12837,42106,7908,2600,124,2,0.0,55024.0,10918,31,0,62.0
700,2014,4,Chubut,40.25,3,1858,6218,60392,70,0,0,0,0.0,48539.0,697,891,12256,6159.0
701,2014,4,Córdoba,54.7,4,1903,85362,427844,41947,30858,1177,782,0.0,345157.0,240452,419,3918,486.0
702,2014,4,Corrientes,23.56,4,40,13860,42182,7513,2106,0,9,0.0,54754.0,9526,40,1315,75.0
703,2014,4,Entre Ríos,36.03,4,2311,27801,88649,18318,3584,1,66,0.0,112291.0,23027,57,5178,260.0
704,2014,4,Formosa,17.96,3,1947,7830,14058,1852,473,47,1,0.0,21245.0,4896,1,0,65.0
705,2014,4,Jujuy,19.6,3,1880,10427,19740,3443,465,0,0,0.0,31349.0,4583,22,37,11.0
706,2014,4,La Pampa,51.27,3,6266,6879,36520,26,5,4,10,0.0,16043.0,34281,514,5894,648.0
707,2014,4,La Rioja,17.01,4,9,4333,9728,1943,386,0,3,0.0,16352.0,0,17,0,33.0
708,2014,4,Mendoza,32.64,4,303,19,169222,36,14,5,12,0.0,151797.0,13030,2534,31,2222.0
709,2014,4,Misiones,24.16,4,547,11840,53093,8731,2952,54,12,0.0,58435.0,18613,16,150,15.0
710,2014,4,Neuquén,52.55,4,1731,2744,80938,126,3621,2,66,0.0,47721.0,31778,1014,11853,3030.0
711,2014,4,Río Negro,45.48,4,3640,4723,85094,94,2319,4,30,0.0,66307.0,23703,901,3819,1530.0
712,2014,4,Salta,29.53,4,54,16214,63221,12552,1922,0,4,0.0,76026.0,17289,48,6,578.0
713,2014,4,San Juan,28.04,3,11,478,51628,0,0,0,2,0.0,48653.0,451,740,1202,1073.0
714,2014,4,San Luis,9.79,4,9,0,13135,0,0,1,2,0.0,11419.0,926,355,24,423.0
715,2014,4,Santa Cruz,27.8,3,156,1400,24145,1,1,0,0,0.0,17553.0,448,388,4395,2929.0
716,2014,4,Santa Fe,50.0,4,8707,99962,359293,36718,21098,869,824,0.0,335267.0,183009,3205,6282,1634.0
717,2014,4,Santiago Del Estero,17.27,3,1246,8913,24181,4359,602,0,0,0.0,34110.0,4231,19,920,37.0
718,2014,4,Tierra Del Fuego,66.14,3,12,283,31489,2,0,0,0,0.0,21948.0,3664,655,1,2722.0
719,2014,4,Tucumán,35.32,4,17,28746,85091,20631,2733,196,0,0.0,137093.0,97,116,13,105.0
720,2014,3,Buenos Aires,56.75,4,7355,128187,2281524,156693,68947,243,4232,0.0,1562533.0,1110628,124474,20049,31881.0
721,2014,3,Capital Federal,113.8,4,840,78016,1060145,102170,70907,95,6626,0.0,450155.0,833402,17886,1995,14387.0
722,2014,3,Catamarca,24.71,3,19,8845,13790,1915,111,0,0,0.0,24380.0,244,15,0,47.0
723,2014,3,Chaco,21.11,3,398,14731,41934,5428,1274,5,0,0.0,53321.0,10336,29,1,59.0
724,2014,3,Chubut,40.6,3,2013,6281,60771,34,0,0,0,0.0,49219.0,668,882,11853,6515.0
725,2014,3,Córdoba,54.23,4,660,98992,435692,28992,18888,84,664,0.0,340212.0,240334,444,4064,377.0
726,2014,3,Corrientes,22.79,3,21,15448,41717,5181,1172,0,0,0.0,52957.0,9184,31,1312,65.0
727,2014,3,Entre Ríos,34.98,3,1709,29710,91450,12569,1310,0,48,0.0,108907.0,22440,48,5203,135.0
728,2014,3,Formosa,17.77,3,2001,8323,14202,1324,85,0,0,0.0,21021.0,4836,0,0,80.0
729,2014,3,Jujuy,18.37,3,127,10979,20216,2305,82,0,0,0.0,30128.0,3541,22,37,13.0
730,2014,3,La Pampa,55.78,3,6458,6645,41009,24,5,4,10,0.0,16051.0,33940,538,11219,677.0
731,2014,3,La Rioja,16.51,3,10,4785,9720,1337,61,0,0,0.0,15864.0,0,14,1,37.0
732,2014,3,Mendoza,32.31,4,35,0,167763,31,12,13,1,0.0,150120.0,13030,2512,40,2222.0
733,2014,3,Misiones,23.57,4,640,13637,53510,5928,1606,0,1,0.0,56933.0,18373,4,3,14.0
734,2014,3,Neuquén,56.4,4,1522,3099,80090,107,2865,10,27,0.0,54458.0,30964,1000,12858,3087.0
735,2014,3,Río Negro,46.2,3,3640,5189,86868,87,1944,8,9,0.0,65264.0,26590,888,3533,1505.0
736,2014,3,Salta,29.22,3,732,17481,66026,8314,388,0,0,0.0,73828.0,18394,43,109,580.0
737,2014,3,San Juan,27.85,3,8,487,51276,0,0,0,0,0.0,48272.0,451,731,1199,1126.0
738,2014,3,San Luis,9.71,4,8,0,13029,0,0,3,0,0.0,11303.0,925,355,25,438.0
739,2014,3,Santa Cruz,28.23,3,195,1624,24248,1,1,0,0,0.0,17862.0,492,385,4273,3098.0
740,2014,3,Santa Fe,49.2,3,8230,112593,357615,23962,12124,38,806,0.0,325577.0,183630,4407,6540,733.0
741,2014,3,Santiago Del Estero,16.49,3,791,9914,23826,2867,142,0,0,0.0,32820.0,3900,19,768,41.0
742,2014,3,Tierra Del Fuego,65.69,3,12,336,32348,2,0,0,0,0.0,21840.0,3469,650,1,2832.0
743,2014,3,Tucumán,33.94,3,6,32716,84668,14101,559,4,0,0.0,131739.0,97,117,13,100.0
744,2014,2,Buenos Aires,55.06,4,6902,162274,2288772,140226,56549,284,4309,0.0,1568881.0,1025490,120008,17020,33147.0
745,2014,2,Capital Federal,113.14,4,847,81431,1078213,87359,56004,59,6427,0.0,447637.0,828411,17729,1883,14555.0
746,2014,2,Catamarca,24.7,3,19,8844,13794,1915,111,0,0,0.0,24380.0,243,17,0,43.0
747,2014,2,Chaco,20.96,3,412,14854,41530,5418,1085,5,0,0.0,53321.0,9870,30,0,58.0
748,2014,2,Chubut,41.41,3,2064,6582,61868,0,0,0,0,0.0,51070.0,649,866,10960,6974.0
749,2014,2,Córdoba,53.45,4,2105,101598,429536,28698,14824,76,627,0.0,337825.0,234729,351,3673,374.0
750,2014,2,Corrientes,22.58,3,20,15563,41219,5199,956,0,0,0.0,52883.0,8680,31,1309,55.0
751,2014,2,Entre Ríos,34.69,3,2187,32781,86757,12564,1162,0,44,0.0,108900.0,21706,49,4795,133.0
752,2014,2,Formosa,17.54,3,2032,8218,13944,1321,85,0,0,0.0,20894.0,4628,0,0,78.0
753,2014,2,Jujuy,18.71,3,1873,11233,18851,2305,82,0,0,0.0,30128.0,4161,23,40,9.0
754,2014,2,La Pampa,49.71,3,7032,6761,34089,18,5,4,10,0.0,15957.0,32600,513,5869,689.0
755,2014,2,La Rioja,16.5,3,10,4785,9719,1337,61,0,0,0.0,15864.0,0,14,0,34.0
756,2014,2,Mendoza,32.1,4,35,6,166710,31,10,5,10,0.0,148979.0,13030,2480,36,2282.0
757,2014,2,Misiones,23.37,4,540,13644,53245,5924,1334,2,0,0.0,56933.0,17594,4,150,8.0
758,2014,2,Neuquén,50.84,4,1531,3206,79087,92,2289,2,30,0.0,47767.0,29776,997,10765,2983.0
759,2014,2,Río Negro,45.33,3,3468,5507,84978,78,1569,2,8,0.0,64920.0,24944,876,3657,1560.0
760,2014,2,Salta,28.91,3,53,18818,64440,8293,388,0,0,0.0,73841.0,17504,45,7,577.0
761,2014,2,San Juan,27.78,3,10,507,51129,0,0,0,0,0.0,48161.0,451,722,1139,1173.0
762,2014,2,San Luis,9.72,4,7,0,13045,0,0,1,2,0.0,11306.0,925,354,22,448.0
763,2014,2,Santa Cruz,29.38,3,153,1637,25374,2,0,0,0,0.0,18956.0,448,381,4118,3266.0
764,2014,2,Santa Fe,48.39,3,8515,115197,353559,23939,10058,34,792,0.0,324101.0,178495,3085,6041,636.0
765,2014,2,Santiago Del Estero,16.7,3,1231,9914,23842,2867,142,0,0,0.0,32820.0,4231,19,907,34.0
766,2014,2,Tierra Del Fuego,64.36,3,12,334,31198,2,0,0,0,0.0,21618.0,3008,648,1,2934.0
767,2014,2,Tucumán,33.94,3,6,32714,84675,14101,559,4,0,0.0,131740.0,97,121,13,98.0
768,2014,1,Buenos Aires,54.57,4,8469,171244,2279875,121787,38923,206,4037,0.0,1567685.0,1000879,120960,16528,33824.0
769,2014,1,Capital Federal,112.25,4,852,88826,1096050,70293,38798,55,6208,0.0,445569.0,820161,17767,1866,14555.0
770,2014,1,Catamarca,24.25,3,19,9147,13330,1672,64,0,0,0.0,24126.0,46,17,0,43.0
771,2014,1,Chaco,20.72,3,438,15849,40869,4644,741,5,0,0.0,52971.0,9497,30,0,58.0
772,2014,1,Chubut,41.24,3,7452,10,61329,0,0,0,0,0.0,51066.0,539,866,10776,6974.0
773,2014,1,Córdoba,52.52,3,2076,107705,423114,24112,9818,40,588,0.0,336841.0,225769,347,3585,368.0
774,2014,1,Corrientes,22.32,3,20,16357,40742,4486,630,0,0,0.0,52565.0,8279,31,1306,55.0
775,2014,1,Entre Ríos,34.37,3,2177,35206,85248,10828,746,0,43,0.0,107883.0,21379,49,4887,133.0
776,2014,1,Formosa,17.42,3,2062,8475,13685,1133,67,0,0,0.0,20774.0,4548,0,0,100.0
777,2014,1,Jujuy,18.42,3,1832,11498,18415,2002,56,0,0,0.0,29765.0,4030,23,0,9.0
778,2014,1,La Pampa,48.43,3,7434,6535,32501,17,5,4,10,0.0,15826.0,31305,513,5848,701.0
779,2014,1,La Rioja,16.29,3,10,5111,9390,1165,35,0,0,0.0,15663.0,0,14,0,34.0
780,2014,1,Mendoza,31.91,4,35,6,166655,19,10,6,9,0.0,148970.0,12076,2480,37,2282.0
781,2014,1,Misiones,23.14,3,545,14460,52852,5139,958,0,0,0.0,56597.0,17191,4,150,8.0
782,2014,1,Neuquén,49.79,4,4133,987,77148,84,1582,2,22,0.0,47790.0,28161,997,10381,3051.0
783,2014,1,Río Negro,44.91,3,4670,4618,84304,73,1062,1,8,0.0,64886.0,24156,876,3576,1572.0
784,2014,1,Salta,28.7,3,53,19677,64061,7192,314,0,0,0.0,73131.0,17538,45,8,568.0
785,2014,1,San Juan,27.6,3,531,2,51056,0,0,0,0,0.0,48161.0,434,722,808,1173.0
786,2014,1,San Luis,9.35,4,7,3,12544,0,1,0,2,0.0,11306.0,428,354,21,448.0
787,2014,1,Santa Cruz,28.94,3,161,1625,24972,1,1,0,0,0.0,18927.0,100,381,4092,3264.0
788,2014,1,Santa Fe,47.85,3,8456,124468,345225,20328,6845,23,668,0.0,322662.0,174296,3059,5951,644.0
789,2014,1,Santiago Del Estero,16.31,3,1234,10531,22817,2422,109,0,0,0.0,32567.0,3598,19,915,34.0
790,2014,1,Tierra Del Fuego,63.97,3,12,607,30902,6,0,0,0,0.0,21618.0,2837,648,1,2934.0
791,2014,1,Tucumán,33.42,3,6,34672,83210,11779,362,3,0,0.0,129717.0,83,121,13,98.0
